id,comment
01616-09,"Acá hay puro pendejo/pendeja
Yo incluido"
01616-10,@user que
01616-11,@user lo que leiste
01616-12,@user no tiene más acá hay puro pendejo/a
01616-13,@user no sé si t refieres a los machitos o a nosotras
01616-14,@user a todos/as
01616-15,"Tanto ""machitos"" y también ustedes"
01616-16,@user xk?
01616-17,"@user porque eso parece, leer los comentarios de aca es un poco de cringe"
01616-18,@user cringe de qué? de q digamos la verdad?
01616-19,@user y claro tu cuando te andas poniendo de microondas ante un cantantes de Reggaeton pareces idiota y no te quejas de nada
01616-20,@user no hay pendejos si no estoy yo xdxdxd
01616-21,@user ay ya feminaca
01616-22,"@user eh, que quieres q haga, q llore? mamAaa. e DijiRonnN feMinAcAaa😭_x2e21ec5f_"
01616-23,"@user típico
Una idiota siendo idiota
Das pena"
01616-24,"@user sbes? no m interesa q me llamen idiota, o q doy pena, eso lo tengo claro, asi q no es necesario q repitas esa wea"
01616-25,"@user ya y tu me conoces para decir eso? soy muy crítica con la música, no escucho canciones con letras machistas y sexistas así que no, anda con tu misoginia a otro lado"
01616-26,@user te amo💘_x0001_
01616-27,@user x lo menos sabes lo q busca el feminismo?
01616-28,@user anda con tu idiotez y tanta excusa a otro lado
01616-29,A llorar a la iglesia
1617,Que saco de ridículas jajaajajaj es la cosa más estúpida que he visto
1618,"Como va existir el patriarcado en una sociedad que es manejada en su mayoría por las mujeres!!?, piensen y vayan a hacer algo productivo, please!."
01618-1,qué
01618-2,Que de que?
1619,"Morsas horribles, marionetas ,resentidas , anda a lavar el baño"
01619-1,Aquí podemos ver a alguien que se quedó en el siglo pasado.
1620,No mamen hay mucho más homicidios que feminicidos este movimiento es politico
01620-1,ok
1621,"Ellas: crean un himno para hacer reflexionar al hombre🤫💪🤭😜🥴🥵

Los hombres: buena rola alaverga, hoy cumbia?, nah, esta rolasa XD"
01621-01,traigan las sillas que llego don comedia
01621-02,Con esta rola bailo hasta con las hormigas xd
01621-03,los pendejos nunca faltan.
01621-04,@user mientras tanto en tu cabeza * chale era mejor decir presente *
01621-05,@user jajajajajaja 😂😂😂
01621-06,@user salud
01621-07,"@user traigan el jabón que una feminista vino
Rápido limpiemosle la idiotez!!"
01621-08,ya
01621-09,"@user este, qué???"
01621-10,"@user uhmmmmm, no la vdd q nunca me vino eso a la cabeza 😳"
1622,Es una realidad.
1623,Alguna que me limpie la ropa?
1624,"😂😂😂 que buen humor, son las feas del humor, porque para reina lo dudo 😂😂_x0004__x40000000__x2ede7a59__xc00007fe__x0003_"
1625,Justicia por antonia💜m
01625-01,"""Soy feminista modernaaaaa""😂😂"
01625-02,Justicia por Magali Morales ... Mujer muerta en una comisaria con signos de defensa y acallados x un gobierno en democracia y un feminismo selectivo que busca martires y no el bienestar de las mujeres ... Solo sus propios intereses ! HIPOCRITAS !
01625-03,"Justicia por antonia y todas las MUJERES Y HOMBRES muertos a manos de ASESINOS o bueno, como lo dicen las feministas, machirulos"
01625-04,@user JAJAJAJAJA
01625-05,Quien carajos es Antonia
01625-06,"@user nose, pero justiacia"
01625-07,"@user Una chica que fué violada por un tipo que tenía denuncias por lo mismo, por violación y jamás fué juzgado hasta que la chica Antonia se suicidó. Ahí recién se dignaron a investigar los casos"
01625-08,@user que horrible
01625-09,Alguien me puede desir q significa el corazon morado.?
01625-10,@user amor🔥❤c
01625-11,@user ni idea
01625-12,@user es entendible que no le hicieran caso con las cientos de denuncias falsa de violacion que hay es entendible que no le den vola
01625-13,Ya pero no llore
01625-14,"TODOS los días hay casos de violaciones por hombres crueles y controladores, como el caso de una vecina ""Mónica"" quien fue adoptada por un hombre quien maltrato y violo durante años hasta que ella finalmente se quitó la vida, que hombre tan malo, no? Entonces por qué una mujer acepto y firmó su adopción? Por qué la trabajadora social no hizo nada? Por qué la madre y más de 16 parientes mujeres que sabían lo que pasaba no hacían nada? Y sigue la lista... Al final, si, fue un hombre, pero hubo más de 30 mujeres que sabían y pudieron salvar a esa niña. Otro? Mi esposa fue acosada y casi violada por su jefe en el trabajo, la encargada de recursos humanos MUJER lo incibrio todo despidiéndonos a ella y haciéndola quedar mal para que nunca consiga trabajo. Por cada hombre violador hay muchas mujeres cómplices detrás."
01625-15,"@user 
-mucho texto- :'("
01625-16,"@user mucho texto,pero tienes algo de razón"
01625-17,"@user Entendible? Que te pasa? Quizás hayan pensado lo mismo sobre las denuncias al violador de Antonia, que quizás eran falsas, seguro deben de ser mujeres despechadas. Y mira lo que pasó Antonia se suicidó. Como sistema judicial ellos están en su deber de investigar los casos o se seguirán violando mujeres, puede ser tu tía, tu hermana, amiga."
1626,"Si esta canción les parece ridícula es porque no comprenden el sentido de la canción. Esta canción esta hecha para todas aquellas mujeres que se han sentido violentadas y no me parece que hagan comentarios tan ridículos. Ya estamos cansadas de el abuso y la violencia contra las mujeres, vamos a seguir luchando hasta que se haga justicia y se respeten nuestros derechos."
01626-1,"Puta wea sus derechos se respetan, es una minoría la que no los respeta"
01626-2,Si lo que digas feminazi
01626-3,@user jajajaja si fuera una minoría porque tantas mujeres marchando?
01626-4,"@user según quien, tu, un hombre? ahora resulta que tu sabes mejor que nosotras mismas lo que vivimos?"
01626-5,@user para que la minoría se reduzca a cero.
01626-6,"@user ok, onvre"
01626-7,"Si están los onvrez están las 
Nujerez"
1627,lo gracioso es que el 99 % de esas mujeres son l e s b i a n a s
01627-1,Fuentes: mayami me lo confirmó
01627-2,@user Fuente: AyY AAmiKa LO Vii eNN UN ConCierTO De BtSs
01627-3,@user tanta envidia les ibas a tener? relax bro
01627-4,@user Ahora hacer chistes con ellos son tenerle envidia?
01627-5,"@user Sí, mis gustos musicales no tienen absolutamente nada que ver con lo que estoy comentando, por ende, no deben ser traídos a tema. Si te burlas de ellos, sos nefasto y hay un patrón que repiten todos; xenófobo, homofóbico (irónico, porque ninguno afirmó ser gay), racistas y machistas. Son un combo tan básico y deplorable."
01627-6,@user Sarcasmo obviamente detectado
1628,Para lo único para que sirven estas feministas es para dar risa.
1629,"Y la culpa no ere mia
Ni del taquero
Ni de la virria remix"
01629-1,El mamón eres tu 😂😂😂om/
1630,Justicia para Antonia.
1631,"yo buscando comentarios a favor y solo hay estos, ni una pelea"
01631-01,Much@ feminazi
01631-02,"es que no tiene caso , de una u otra manera se van a burlar"
01631-03,Jajaja da risa porque aunque haya un solo comentario feminazi no lo van apoyar por lo mal que se verá ya que no tienen argumentos válidos y si obviamente los antifenazis se burlarán.
01631-04,@user cierto...
01631-05,"Lástima que solo nos prestan atención cuando pintamos monumentos, cuando hacemos canciones y bailamos solo se burlan:("
01631-06,@user mucho disturbio
01631-07,@user Mahatma Ghandi (creo que así se escribe) logro la independencia de la India en un movimiento pacífico. Además las mismas feministas ridiculizan el feminismo al agreder o vandalizar
01631-08,@user machinazi*
01631-09,"@user Bien, dime una manera de acabar con esto pacíficamente. Si reniegas debes dar ideas, anda, dime."
01631-10,"@user ya lo dije el arte también es una manifestación, pero no por que una mujer muera van a comenzar a destruir si ese es el pensamiento que tienes el mundo arderá por unas cuantas muertes, además como esperas que bailar como la hacían iba a tener resultados después de que agredieron a hombres y peatones que pasaban por ahí ridiculizaron solas su marcha"
01631-11,@user Creo que no recuerdas que no sólo ha sido una sola mujer. Si ridiculizaron a otros peatones entonces sí estuvo mal.
01631-12,@user si a lo mejor no es solo una son millones de mujeres asesinadas pero porque hacen estas mierdas pintar un monumento no mamen el monumento es más importante que sus estúpidas marchas de mierda y queman cosas agreden a hombres dicen que pueden reproducirse ustedes mismas no mamen no hay pruebas de eso muestren una prueba de eso
01631-13,"@user Pero yo nunca metí nada de eso¿
Yo nunca toqué esos temas. Por cierto, soy neutro respecto a el daño de monumentos y las """"""""""estúpidas"""""""""" marchas, pero si mataran a tu madre, familiares mujeres, tus amigas, tus primas, tus conocidas, sólo por ir caminando a mala hora en la calle, quemarías la ciudad entera y marcharías por todo el mundo. Me alegro que no te ha tocado sufrir el feminicidio de alguien especial, espero que tampoco un homocidio de un hombre."
1632,"Soy mujer,y apoyo tanto a las mujeres como a los hombres
Igualdad de genero para TODOS"
01632-1,"Osea, ¿estas en contra del feminismo?"
01632-2,"Te apoyo, yo también estoy a favor de la Igualdad de Género, tanto hombres como mujeres tenemos los mismos derechos y deberes👍r"
1633,Luego sé quejan de porque las matan😒?
01633-1,qué?
01633-2,"Luego ustedes se quejan que quemamos monumentos, una marcha pacífica se vuelve meme, quemamos monumentos ""nO hAY nEcESiDaD"""
01633-3,@user.camila.flor._ pues entonces bala nomas
01633-4,"_.camila.flor._ si matan a mi familiar ¿eso ya me derecho de ir y quemar tu casa? Dios mío, que gran lógica"
01633-5,@user no quemamos casas y nunca lo haremos
1634,"Feministas: Cantando ""el vi0lador eres tu""

Violadores: Oy nomas que buen rolon, para cuando el conchazo gg"
1635,A la casa que hay que preparar la cena hahaha
01635-01,"Llegaste tarde a hacer tu 'chiste', payaso.

Encima te reís con ""hahaha"", ni una enfermedad le ibas a dejar a la humanidad."
01635-02,@user era un chiste nomás tomatelo con humor
01635-03,@user era leseo nomas
01635-04,@user no soy machista era solo una broma
01635-05,@user tu ya la dejaste la enfermedad de la idiotez potente de una feminazi que solo se pone como microondas cuando ve a un chino encima
01635-06,"@user qué- JAJDJAJA
señor le recomiendo que se tome un té, tanto odio no es bueno"
01635-07,"@user tanto odio a ustedes
No para mi es maltrato animal 😂😂"
01635-08,pero-
01635-09,@user Ardido
01635-10,@user amiga enserio??? usted no sabe lo que es humor
01635-11,"@user no, sos re gracioso amigo, en serio."
01635-12,"@user ¿Humor es tu machismo? ¿Te parece humor burlarte una lucha? ¿Te parece ""gracioso"" burlarte de un movimiento en donde se busca que las mujeres dejen de ser abusadas y violadas? Si tu humor es tan básico, no es humor, sos payaso."
01635-13,@user ok como tú digas boomer
01635-14,@user no soy machista era solo una broma 🤡🤡🤡r
01635-15,@user pues si no te gustan mis bromas solo vete no estoy para responder tus mierdas 🖕🏼🖕🏼🖕🏼ndo el
01635-16,@user humor es burlarte de tu cara
01635-17,"@user JAJSJAJAJA ay, son tan básicos que duele. No me sorprende el nivel de idiotez que tienen, pero bueno, como digas, besis."
01635-18,@user qué ofendidito 😡
01635-19,@user tiras la piedra y escondes la mano?
01635-20,"@user ay eres tan ridícula como cualquiera que apoya tu tonta política
Ya ni cual irle
Me das pena"
01635-21,@user dilo sin llorar feminazi
01635-22,@user.camila.flor._ otro qué no entiende el humor negro
01635-23,@user no trates de disfrazar discriminación con humor.
01635-24,"@user.camila.flor._ dije que era humor negro,busca la definición de eso y después me hablas

Pd:te calle florecita,otro punto para mi"
01635-25,"@user deja de ser humor cuando insultas a una minoría, y no, no me callaste, no ando todo el día en el celular"
01635-26,"@user.camila.flor._ dije ""HUMOR NEGRO"""
01635-27,@user dije EL HUMOR NO ES HUMOR CUANDO OFENDE A ALGUIEN MÁS
01635-28,@user.camila.flor._ ok como tú digas feminazi al peo
01635-29,@user ya escucharon a preparar la cena !!!
01635-30,@user el término feminazi no existe
01635-31,@user.camila.flor._ entonces feminista al peo
01635-32,@user aer ponte a llorar
01635-33,@user.camila.flor._ vo también ponte a llorar envra!!
01635-34,"@user el término ""envra"" no existe 🥰g"
01635-35,@user.camila.flor._ femilocas
01635-36,@user.camila.flor._ viva el patriarcado!! Hahaha
1636,Y recuerden MARTIN PRADENAS VIOLADOR
1637,Esto es de encerio ?????? O estoy soñando
1638,Bueno esto ocurrió en Chile recordemos que hace poco la joven Antonia Barra se suicidó porque fue violada no veo la gracia de burlarse de esto porque hay no miles si no millones de mujeres que todos los días son acosadas. Yo como mujer apoyo al movimiento feminista porque no sé si mañana yo seré la víctima si las personas se quejan de nosotras por destruir cosas en las marchas es porque intentamos hacerlo pacíficamente con canciones como protesta y lo único que recibimos fueron burlas
01638-01,"Recordemos cuantos hombres se suicidan por denuncias falsas, escraches y funas"
01638-02,@user No es lo mismo
01638-03,@user Como que no?
01638-04,@user Nadie dijo que los hombres no sufrían de violencia y no se suicidan.
01638-05,@user y dónde dijo que los hombres no sufrían de nada? Lo que dices hace parecer que le quitas importancia al hecho de una violación o las injusticias. Porfa no lo hagas;)
01638-06,@user Buen argumento
01638-07,"@Laura Donde dije que le quité importancia? Con un suicidio de una chica ya se alarman pero con los suicidios por escraches y eso, lo justifican. Y además, no por decir eso significa que me importa menos la vida de una chica"
01638-08,@user Si la quitas ya que estás minimizando un problema.
01638-09,"@user No lo minimizo , solo le estoy contando algo que pasa gracias a su inútil movimiento"
01638-10,@user Gracias a nuestro inútil movimiento se han logrado leyes y encerrar a hombres abusadores.
01638-11,"@user Si tanto te duele la pérdida de tus compañeros crea un movimiento, porque yo no veo a hombres pidiendo justicia."
01638-12,"@user 1. Hoy en día, el feminismo no sirve de nada.
2. Un movimiento? Como quieres que haga eso si con tan solo estar en contra del feminismo ya me pueden escrachar?"
01638-13,"@user JAJA, ¿tus fuentes?
Siquiera sabes lo que el feminismo ha logrado, investiga.
Por estar en contra del feminismo no te van a escrachar, créeme. Si estás en contra del feminismo solo quedas como un estúpido."
01638-14,@user Mis fuentes? El feminismo ya logró lo que quería en la segunda ola. Ahora solo les creo a los de países orientales. Ya tienen su igualdad de derechos y eso.
01638-15,@user El feminismo no busca igualdad y tenemos derechos pero no se respetan.
01638-16,@user Cuáles derechos no se respetan?
01638-17,"@user Articulo 3, Artículo 4, Artículo 17.1 y 17.2, Artículo 23.1 y 23.2, Artículo 25.1
Ahí están."
01638-18,@user Me estás dando artículos de leyes sin decirme el país
01638-19,"@user Son artículos de los derechos humanos, ONU."
01638-20,@user Me podrías mandar el link? No los encuentro
01638-21,@user Solo busca el número del artículo más la palabra ONU.
01638-22,"@user 1. La mujer sí tiene derecho a vivir. 2. Los países con esclavitud legalizada no son tantos como antes, ahora son pocos. 3. La propiedad es algo de derechas, si te quejas de eso, te quejas de la izquierda. 4. Esto se aplica también un poco con lo de la esclavitud, pero la diferencia es que en los países islamies y de otras religiones no dejan a la mujer trabajar. 5. Esas cosas son bienes que se deben tener, pero TRABAJANDO POR ELLOS. No te lo darán porque sí, solo si son cosas públicas."
01638-23,"@user muchos, pero el número de denuncias falsas de abuso/violaciones son el 3%, pero no estoy diciendo q no importan porq si importan sus vidas, esta horrible q una mujer haya mentido de algo muy serio solo para q le arruinen la vida a un hombre y debería de parar, pero vuelvo a repetir, el porcentaje de reportes de abusos q terminan siendo falsos son 3%.
Ahora con los q en verdad si violaron a una mujer, muchas no terminan diciéndole a la policía por miedo de ser llamadas mentirosas o ptsd, y las que si les terminan diciéndole a la policía, de todos los reported q reciben, menos de la mitad de verdaderos violados van a la cárcel, y por esto peleamos, para q mujeres puedan tener una voz para contar sus historias y para que puedan ver a su violador dentro de cárceles."
01638-24,"@user Eso es una mentira. El 3% (que en realidad es por 2 a 8%) son las denuncias falsas investigadas. Hay más denuncias falsas, sólo mira España."
01638-25,"@user oh no sabía eso, q feo :/, estoy de acuerdo contigo q las acusaciones falsas son una cosa horrible y neta se tiene q hacer algo para q esto pare de ocurrir y si quieres q pase esto has q el mundo escuchen sus historias. Y ahora quiero q entiendas porq nosotras peleamos, lo hacemos para q las voces de mujeres q han sido abusadas se escuchen, para q los feminicidios se tomen enserio, para q los verdaderos violadores vivan dentro de cárceles y muchas cosas más.
No te estoy diciendo q nos tienes q apoyar pero te pido q te des cuenta q el movimiento no es inútil, obviamente va a ver ese poco grupo de personas q van a ser demasiado tóxicas y hacer estupideces, y créeme q a nosotras tampoco nos gusta q mientan y hagan todo esto y apreciaría si no las agruparas con el verdadero fin del moviemient :)"
01638-26,@user si tienes razón los hombres también sufren de violencia pero de cada 100 mujeres que son asesinadas solo 1 muere por acusaciones falsas
01638-27,@user Mira como mujeres nos queda mucho por pelear porque aún tenemos miedo de caminar solas
01638-28,"@user 1. De donde son esas fuentes?
2. El miedo no es de un solo género"
01638-29,"@user Pero es que el feminismo ya tiene lo que buscó, lo demás es justicia"
01638-30,@user mira no creo que sea bueno seguir debatiendo con una persona que no tienen ni la más mínima idea de su propio argumento usted está diciendo que las feministas ya conseguimos lo que queremos mira no es sólo JUSTICIA es luchar por las que aún son violentadas por las niñas que casan a la fuerza y mucho más y no creo que quiera seguir debatiendo con un opresor ahora si no está de acuerdo con el movimiento feminista antes de venir a criticar infórmese gracias.
01638-31,"@user Me llamas opresor solo por no querer ser aceptar que el feminismo sirve? Y me dices que no tengo argumentos? Si las cazan, pueden DENUNCIAR. Si las acosan verdaderamente pueden DENUNCIAR. Acaso no entiendes que las mujeres son iguales a los hombres hace años? Si quieres que hagan justicia, pues hazte policía e investiga tú el caso"
01638-32,"@user La Fiscalía detalla que entre 2009 y 2016 se pusieron 1.055.912 denuncias por violencia de género y que en ese periodo se incoaron 194 causas por denuncias falsas, el 0,018 %.
De ellas, en ocho años sólo han resultado en condena 79 (el 0,0075 %). Si se les suma las 110 causas en tramitación -pendientes de fallo-, el porcentaje sería del 0,01 %, señala la Fiscalía."
01638-33,"@user Lee lo que dije, esas son las INVESTIGADAS, hay más, incluso puedes ver videos del tema. Solo busca ""Cuántas denuncias falsas hay"" o palabras parecidas y verás el tema"
01638-34,@user Dame tus fuentes.
01638-35,@user Cuando tú me des las tuyas
1639,"Equis, somo machitos"
1640,Hombre malo mujer buena Resumen de la canción
01640-1,🤦🏻‍♀️
01640-2,@user ?
01640-3,yep
1641,quiero bailar :v
1642,Justicia para Antonia¡¡¡¡¡
01642-1,"Quien es ""Antonia""?"
01642-2,"@user Antonio Stark xdxdxd
Denuncien el Guantelete!!!! qwq"
01642-3,@user una chica que se suicido por haber sido violada
01642-4,"@user Y acaso eso no pasa mucho con las funas, escraches y denuncias falsas?

Ojo que no estoy diciendo que no me importe"
01642-5,@user amigo yo solo respondi tu pregunta...yo ni tan siquiera soy feminista ademas yo me doy cuenta que cada vez hay mas desigualdad hacia los hombres y estoy con dalas uwu
01642-6,@user Antonia no se suicidó la mataron
01642-7,@user ok
1643,Si porque a nosotras las mujeres nos violan y no entran esos paolos de eyos
01643-01,"A los hombres también los violan pero en menor medidas, de hecho los hombres sufren más todos los tipos de crimenes, excepto los de carácter sexual"
01643-02,@user Nunca se dijo que los hombres no sufren agresión sexual.
01643-03,"@user ya se, eso me impide comentar lo que dije?"
01643-04,"@user Claramente no, pero estás desmeritando la lucha del feminismo."
01643-05,"@user no entiendo tu punto pero, no me gusta el feminismo actual, agradezco el feminismo pasado de la 1ra ola pero el actual en mí opinión es mierda, y creo que si estoy desmeritando el feminismo, aunque no me importa"
01643-06,"@user Aunque sea, ¿sabes quién creo el feminismo? ¿Sabes lo que la ola actual ha logrado?"
01643-07,"@user sinceramente, no se quién lo creo, no me interesa realmente, y lo que ha logrado el actual al menos en lo que yo sé no es mucho más que romper, quemar, y grafitear monumentos, más de eso nosé"
01643-08,"@user El monumento lo podrían volver a construir, la vida de una chica no la pueden recuperar. Por otra parte te cuento que gracias a la presión social de feministas se ha logrado encarcelar a Martín Pradenas."
01643-09,"@user un solo violador no hace diferencia, y ya se quién lo creo al feminismo fue un hombre, era poullain de la barre"
01643-10,"@user y que rompan romper el monumento no va a hacer que vuelva a la vida la gente, ni las a va a salvar"
01643-11,"@user No, pero se llama presión social se usa ese método cuando las muertes de mujeres no son escuchadas, además cuando hacen protestas pacíficas se burlan, solo lee los comentarios."
01643-12,"@user No lo creo Poullian lo creo Olympe de Gouges, creando espacios separatistas para mujeres. Poullian centro a la mujer solo como centro de estudio, aunque fue uno de los precursores el no lo creo."
01643-13,@user ¿Conoces la ley Olimpia?
01643-14,"@user poullain es el padre del feminismo, y no conozco la ley Olimpia"
01643-15,@user Amigo no creas todo lo que ves en internet o Wikipedia
01643-16,"@user no tengo otra forma de informarme sobre esos temas, y si esa es la información que obtuve, sin ningún otro método, hasta que no vea lo contrario para mí es la verdad,"
01643-17,"@user y si no, en qué creo?"
01643-18,"@user olympe de gouges fue una precursora y colaboradora, más no la creadora"
01643-19,@user y creo la declaración de los derechos de la mujer más no creo el movimiento feminista
01643-20,@user una idiota señoras y señores
01643-21,@user Alto argumento me tiraste.
01643-22,@user la mayoría de feministas modernas arden fácil jaja
01643-23,"@user, ya sabemos que no sabes nada de feminismo y solo criticas, tranquilo."
01643-24,@user Si no investigas y te fías de la primera fuente que ves en Google es normal que no sepas la verdad.
01643-25,@user ¿Conoces algo llamado Libros?
01643-26,"@user Poullian escribió un libro llamado ""La igualdad de los sexos"" en el que habla de la mujer como sujeto de estudio pero eso no es feminismo, el mencionado anteriormente toma a la mujer como sujeto político. Poullian era solo un precursor más, un claro ejemplo es Aristóteles. 
Olympe de Gouges creo el primer espacio separatista para mujeres estudiadas a hablar sobre política. Ella escribió un libro en el que se habla de la mujer como sujeto político ""La declaración de los derechos de la mujer como ciudadana""."
01643-27,"@user no me dio de lo primero que veo en Google, conozco los libros de ante mano pero nunca vi alguno relacionado al feminismo o la historia de Europa en las librerías que frecuento"
01643-28,"@user ambos tenemos nuestra versión, en lo que a mí respecta vos no sabes nada, y en lo que a vos respecta yo no sé nada, así que dejemos este debate acá porque no nos va a llevar a ningún lado"
01643-29,"@user Uy, ya no hay argumentos. Bueno, adiós."
01643-30,"@user no es que no tenga argumentos, si no que esto no nos va a llevar a ningún lado a ninguno de los dos"
01643-31,Mejor aprende a escribir
1644,"Mujeres : jajaja tomen hombres. 

Hombres : dice que lo hagamos meme."
1645,Q jodias na no se lo crean
1646,"Deberían agregar más sentadillas en este himno, a ver si así adelgazan. También deberían dejar arriba los brazos, a ver si alcanzamos a depilarles las axilas"
01646-1,El wey que ni se limpia el pito
01646-2,"@user sabía que tarde o temprano iba a llegar la feminazi ofendida con arena en la vagina a decir alguna imbecilidad. A parte no se puede esperar mucho de alguien que se llama ""la morra de los plumones"""
01646-3,@user sí krnal 😎👌_x602f400_怀
1647,Como macho patriarcal hetero blanco capitalista ! Jajajajajajajajaja ... No pare de reirme ....... Tome su dislike ... Y no se rindan ...
1648,✊🏻💜4_x0018_
01648-01,✊🇩🇪_x0002__x0018_
01648-02,✊🏳️‍🌈
01648-03,"Hola vendo pastillas que te sirven para suicidarte 💊💊💊 ,come una cada día y cuando termine la semana vas a morir. Las pastillas son por si te sientes decepcionado de la generación de los ofendidos_x0003_la"
01648-04,"@user Yo también vendo pastillas de esas😲

Podríamos ser socios"
01648-05,"@user dale,seamos socios"
01648-06,@user *Presio*
01648-07,@user 500 pesos
01648-08,Ridícula 🤣🤣🤣_x640069_)_x7380000_
01648-09,Arriba el patriarcado✊
01648-10,✊👮‍♂️
01648-11,@user yo tambien vendo mira 🏪 esta adentro mira 💊💊💊💊💊💊 quiero ser socio_x0003_or tus
01648-12,@user 👌 okc
01648-13,A la casa que hay que hacer la cena
01648-14,@user Ridículas son las personas que se burlan de una canción feminista pero luego cuando rayan una estatua están llorando.
01648-15,"@user Gracias amor por estar respondiendo a todas las feministas ❤️
Pero si tienes cerebro (lo dudo) date cuenta que el patriarcado te afecta a ti de varias formas... por cierto...¿A cuántas guerras fuiste amor?"
01648-16,@user al monte con el machete que queremos plata.
01648-17,"Muere feminista

*cancion de pvz*"
1649,Las mujeres se aprovechan de esto na mas
1650,Cómo me gustaría gritar en ese momento¡Viva el machismo!
01650-01,Pobre onvre 😐_x73c0000_
01650-02,@user Pobre envra
01650-03,@user Pobre envra ofendidita
01650-04,"Cómo es ? Un comentario machista es retrógrado un comentario feminista es Cool. Jajajajaja 
Se oponen al machismo queriendo imponer el feminismo y quien carajo les dijo a las feministas q el feminismo es justo y el machismo es injusto? Quieren igualdad bueno hagamos juegos Olímpicos q clasifiquen todos juntos a ver cuántas medallas de oro ganan"
01650-05,Hombre tenías que ser
01650-06,@user Mujer tenías que ser
01650-07,"@user Mujer tenías que ser! Y feminista para ""rematar"" v:"
01650-08,"@user El feminismo es lo más discriminativo q hay, ""muerte al macho"" ,"" el violador eres tú"" aunque nos odien hasta en las parejas de lesbianas una hace de hombre jajajajajajajajaja"
01650-09,"@user qué-
No existe un hombre en las parejas lésbicas, dejen de sentirse el centro del mundo porque no lo son, entiendan que a las lesbianas no les gustan. Puede dañar tu orgullo como omvre, pero tranquilo, es así."
01650-10,@user Hombre cree que el feminismo es igual al machismo en versión femenina. 🤡🤡🤡 Payaso._x72006f__x750067__x6c006c_
01650-11,"@user Usas "":v"" en 2020, tu opinión queda cancelada."
01650-12,"@user Por favor no me @useras con mamadas, el feminismo moderno ya no busca igualdad si no superioridad ante el hombre!"
01650-13,@user Hablan tanto de la violencia! Y ustedes destruyen propiedades damas por qué si! Por qué nadie les hace caso! pobrecitas
01650-14,"@user tu comentario está tan lleno de ignorancia que más allá de darme risa, me da pena, no sé por qué no me sorprende."
01650-15,"@user Destruimos edificios porque no nos hacen caso, si te preocupa más un pedazo de cemento (que se vuelve a construir) antes que las vidas de millones de mujeres muertas (que jamás van a volver) el del problema sos vos.

Si lees un poquito de historia, ninguna lucha ni derecho se ganó ""pacíficamente"". Así que dejá de opinar de algo que no tenés puta idea, gracias."
01650-16,"@user jajaja y a cuantas salvaron desyendo propiedades? Eh! Ni ustedes mismas saben por qué luchan! Tachan a todos los hombres de violadores, asesinos! Etc cuando no todos somos así! Dime acaso tú papá es así? Ya violo a alguin? Mató a alguien? Piensen bien antes de hablar feministas de mrda!"
01650-17,"@user odian a los hombres pero sin ellos ellas no existirían así como nosotras sin ellas, ya hay un buen que andan con su estupidez esa de que se van a reproducir con su médula ósea para extinguir a los hombres, se nota que no terminaron la prepa"
01650-18,"@user Entiendelas, No piensan Dicen cada estupidez! Ojalá supieran los importante que son los hombres!;)"
01650-19,"Jonathan Dm “MÍRENME SOY FEMINISTA, NO TERMINÉ LA PREPA Y POR ELLO ME CREO LA BABOSADA DE QUE ME REPRODUCIRÉ CON MI PROPIA MÉDULA ÓSEA, MI FUENTE MÁS CONFIABLE ES UN VIDEO DE TIK TOK”"
01650-20,@user Jajajaja Son tan Básicas! A sus 13 años crellendo que son feministas y diciendo que son bisexuales jajajaja😂️
1651,Me encanta bailar el remix de esto a la noche :3 (y no es por machista osea es broma :v pero me gusta bailar eso xddd )
01651-1,Amigo escuchas eso ?? Es tu mamá te llama a tomar leche._.
01651-2,@user xD
01651-3,@user xD
1652,Son los pacos 🎶✊🏻_x0001__x40000000_
01652-01,No
01652-02,@user el juez el estado y el presidente
01652-03,@user Que?
01652-04,@user 🤣🤣🤣e.c
01652-05,@user y que tienen que ver los pacos con las feminazis
01652-06,@user Tu poto
01652-07,@user amigo los Pacos son los más corruptos vendidos y asesinos de Chile
01652-08,@user Fuentes: YO
01652-09,@user osea que me estas admitiendo que eri paco!?
01652-10,@user De dónde sacas esas conclusiones?
1653,La neta que chinguen su madre las feministas
1654,✊✊✊
01654-1,🖕
01654-2,@user😍_x73c0000_
01654-3,🖕🖕_x0002_5
1655,No mamen que asco😂_x40000000_
1656,Ahora a casa que hay que hacer la cena. Jpg
01656-1,Esqie ni para eso sirves 😚
01656-2,🤡
1657,le tiro una granada la grimogena
01657-1,la grimogena
01657-2,Una Granada de fragmentación
01657-3,mejor un misil intercontinental ajajajajajaj
01657-4,/kill all entities 😎😎👌👌
1658,Alta canción de mierda
1659,"guerra hegemónica llena de 
gente pendeja y sus ""amigues""generacion de idiotas."
01659-01,Esta es la generación que se ofende por todo
01659-02,"Qué curioso, dos machitos ofendidos porque ya no pueden hacer comentarios misóginos sin que se les corrija."
01659-03,"@user Qué curioso, una embrista que no soporta opiniones ajenas a la suya, y tampoco es capaz de dar argumentos los cuales recalquen por que @user y el otro men están equivocados."
01659-04,"@user las hembristas nunca dan argumentos, de hecho me acuerdo una ves que yo estaba debatiendo contra una hembrista y le pedí las estadísticas de cuantas mujeres sufren acoso callejero y no me dio información, solo me dio un discurso barato y hembrista"
01659-05,"@user jeje, nada nuevo."
