id,comment,comment_cleaned_with_stop_Words,comment_cleaned_w/o_stopWords,type_comment,related_video
00345-1,No lei todo pero estas diciendo una banda de pelotudeses calmate un toque chavon,no lei todo pero estas diciendo una banda de pelotudeses calmate un toque chavon,lei diciendo banda pelotudeses calmate toque chavon,Evaluation of the interlocutor,no
346,Me quiero imaginar a todas estas mujeres en china,me quiero imaginar a todas estas mujeres en china,quiero imaginar todas mujeres china,Other topic,no
347,"Si si ahora preparenme la comida que tengo hambre 



Edit :el el sentido umor claro","si si ahora preparenme la comida que tengo hambre 



edit el el sentido umor claro",si si ahora preparenme comida hambre edit umor claro,Opinion about the video or content,yes
00347-01,¡Cuidado machista estas en nuestra lista!,cuidado machista estas en nuestra lista,cuidado machista lista,Personal exchange,no
00347-02,@user en la lista para cocinarle?,@user en la lista para cocinarle,@user lista cocinarle,Personal exchange,no
00347-03,@user ya,@user ya,@user,Personal exchange,no
00347-04,@user jajaja xd,@user jajaja,@user jajaja,Evaluation of the interlocutor,no
00347-05,@user confirmo,@user confirmo,@user confirmo,Personal exchange,no
00347-06,@user quien dice?,@user quien dice,@user dice,Personal exchange,no
00347-07,"@user por que tiene que ser machista, ay violaciones de todo tipo igual de importantes, que se supone que si no apoyo o digo lo que ustedes quieren eso responden, no es un argumento, esto no es un canto de igualdad.",@user por que tiene que ser machista ay violaciones de todo tipo igual de importantes que se supone que si no apoyo o digo lo que ustedes quieren eso responden no es un argumento esto no es un canto de igualdad,@user ser machista ay violaciones tipo igual importantes supone si apoyo digo ustedes quieren responden argumento canto igualdad,Opinion about the video or content,yes
00347-08,"@user y en cualquier caso, solo en una violación de tipo machista cuenta? No en todas, tanto para hombres como para mujeres.",@user y en cualquier caso solo en una violación de tipo machista cuenta no en todas tanto para hombres como para mujeres,@user cualquier caso solo violación tipo machista cuenta todas hombres mujeres,Opinion about the video or content,yes
00347-09,@user sabes que sólo lo digo con comedia verdad ?,@user sabes que sólo lo digo con comedia verdad,@user sabes sólo digo comedia verdad,Personal exchange,no
00347-10,Ahora*,ahora,ahora,Personal exchange,no
00347-11,@user Pinches viejas exageradas lo que ocupan son unos buenos putazos,@user pinches viejas exageradas lo que ocupan son unos buenos putazos,@user pinches viejas exageradas ocupan buenos putazos,Opinion about the video or content,yes
00347-12,"Joder, entre tu sentido del humor y tu talento ortográfico, las mujeres deben estar haciendo cola para prepararte la comida.

Edit: En el sentido humorístico, claro","joder entre tu sentido del humor y tu talento ortográfico las mujeres deben estar haciendo cola para prepararte la comida

edit en el sentido humorístico claro",joder humor talento ortográfico mujeres deben haciendo cola prepararte comida edit humorístico claro,Personal exchange,no
00347-13,@user ha solo fue dos errores no jodas,@user ha solo fue dos errores no jodas,@user solo dos errores jodas,Personal exchange,no
00347-14,Consíguete un diccionario y después opinas del feminismo,consíguete un diccionario y después opinas del feminismo,consíguete diccionario después opinas feminismo,Evaluation of the interlocutor,no
00347-15,@user ok,@user ok,@user ok,Personal exchange,no
00347-16,"@user Consíguete un diccionario y después opinas 
-La típica feminazi sin argumentos","@user consíguete un diccionario y después opinas 
la típica feminazi sin argumentos",@user consíguete diccionario después opinas típica feminazi argumentos,Personal exchange,no
00347-17,@user Y luego porque le meten sus putazos,@user y luego porque le meten sus putazos,@user luego meten putazos,Personal exchange,no
00347-18,"@user no acabo de entender lo de feminazi... Que yo sepa las feministas buscan igualdad. Vais a acabar llama do nazis a los judíos, por quejarse del holocausto.",@user no acabo de entender lo de feminazi que yo sepa las feministas buscan igualdad vais a acabar llama do nazis a los judíos por quejarse del holocausto,@user acabo entender feminazi sepa feministas buscan igualdad vais acabar llama do nazis judíos quejarse holocausto,Opinion about the video or content,yes
00347-19,@user el típico aweonao machista que critica a cualquier weon,@user el típico aweonao machista que critica a cualquier weon,@user típico aweonao machista critica cualquier weon,Evaluation of the interlocutor,no
00347-20,@user la lista de la compra?,@user la lista de la compra,@user lista compra,Other topic,no
00347-21,"@user Entre el poco humor que te queda (que es humor oscuro no apto para ofendidos)y creerse superior por corregir a alguien (2 fallos ) la gente hace cola para reírse contigo


Edit: Des de el humor claro","@user entre el poco humor que te queda que es humor oscuro no apto para ofendidosy creerse superior por corregir a alguien dos fallos la gente hace cola para reírse contigo


edit des de el humor claro",@user humor queda humor oscuro apto ofendidosy creerse superior corregir alguien dos fallos gente hace cola reírse contigo edit des humor claro,Personal exchange,no
00347-22,@user tu también la lista de Masterchef v:,@user tu también la lista de masterchef v,@user lista masterchef v,Personal exchange,no
00347-23,"@user feminazis se les llama a las feministas radicales y violentas, a las que en el fondo quieren que la mujer sea superior al hombre, osease el '' hembrismo''.",@user feminazis se les llama a las feministas radicales y violentas a las que en el fondo quieren que la mujer sea superior al hombre osease el hembrismo,@user feminazis llama feministas radicales violentas fondo quieren mujer superior hombre osease hembrismo,Opinion about the video or content,yes
00347-24,Ok mucha pelea solo por querer bromear un poco total funenme no tengo nada que perder y para todos los que me funearon o defendieron les mando un abrazo sicológico y los amoooo,ok mucha pelea solo por querer bromear un poco total funenme no tengo nada que perder y para todos los que me funearon o defendieron les mando un abrazo sicológico y los amo,ok mucha pelea solo querer bromear total funenme perder funearon defendieron mando abrazo sicológico amo,Personal exchange,no
348,@user deja de cantar y cociname,@user deja de cantar y cociname,@user deja cantar cociname,Opinion about the video or content,yes
349,"Me dan demasiada risas las mujeres que van y canta eso es
Mas yo soy mujer y no apoyo eso porque piden respeto a la mujer cuando ni entre ellas se respetan jajaja😉😒🤨''.","me dan demasiada risas las mujeres que van y canta eso es
mas yo soy mujer y no apoyo eso porque piden respeto a la mujer cuando ni entre ellas se respetan jajaja",dan demasiada risas mujeres van canta mas mujer apoyo piden respeto mujer respetan jajaja,Opinion about the video or content,yes
350,Lo único que le cambiaría es que le pondría un dinosaurio bailando con luces disco y ponerle alto trap y un remix,lo único que le cambiaría es que le pondría un dinosaurio bailando con luces disco y ponerle alto trap y un remix,único cambiaría pondría dinosaurio bailando luces disco ponerle alto trap remix,Opinion about the video or content,yes
351,Hay que estar al dope para ir a hacer esas boludeces,hay que estar al dope para ir a hacer esas boludeces,dope ir hacer boludeces,Opinion about the video or content,yes
352,"Cuando estas inmensas hordas de heroin@s de la civilizacion moderna y progresista/comunista tengan la ""osadia"" de presentarse en grupo en las puertas las embajadas de Iran o de Arabia Suadi, Paksitan, Indonesia, etc presentes en las capitales occidentales para montarles manifas anit-machistas con canciones y bailes tan 'poderos@s', los hombres de occidente les respetaremos enteramente. Mientras tanto, cabalgamos....",cuando estas inmensas hordas de heroin@s de la civilizacion moderna y progresistacomunista tengan la osadia de presentarse en grupo en las puertas las embajadas de iran o de arabia suadi paksitan indonesia etc presentes en las capitales occidentales para montarles manifas anitmachistas con canciones y bailes tan poderos@s los hombres de occidente les respetaremos enteramente mientras tanto cabalgamos,inmensas hordas heroin@s civilizacion moderna progresistacomunista osadia presentarse grupo puertas embajadas iran arabia suadi paksitan indonesia etc presentes capitales occidentales montarles manifas anitmachistas canciones bailes tan poderos@s hombres occidente respetaremos enteramente mientras cabalgamos,Opinion about the video or content,yes
353,"Soy un hombre Con ideas machistas que estoy luchando por no tener. Amo al sexo femenino. Veo demasiadas cualidades en ustedes. Muchas mas que en nosotros los hombres. Si las mujeres dirigieran el mundo este seria un mejor lugar. Pero veo tambien que no identifican el problema. El problema es de edducacion. Los hombres no nacimosmachistas. Nacmos hombres. Y las mujeres, la mamas se han encargado que esos hombres sean machistas. Y no dudo que muchas mujeres quee cantan ese himno educan a ahombres como machos. Que de malo tiene que la mama o la hermana se anden en pelotas en la casa? Algun enfermo mental decidio que la honrra y elapellido se ubica en elsexo de lasmujeres de la casa Y aunque no lo quieran creer mis queridas hermanas y hermanos el mal esta en este pinche sistema capitalista de mierda. Y es un sistema al que amamos",soy un hombre con ideas machistas que estoy luchando por no tener amo al sexo femenino veo demasiadas cualidades en ustedes muchas mas que en nosotros los hombres si las mujeres dirigieran el mundo este seria un mejor lugar pero veo tambien que no identifican el problema el problema es de edducacion los hombres no nacimosmachistas nacmos hombres y las mujeres la mamas se han encargado que esos hombres sean machistas y no dudo que muchas mujeres quee cantan ese himno educan a ahombres como machos que de malo tiene que la mama o la hermana se anden en pelotas en la casa algun enfermo mental decidio que la honrra y elapellido se ubica en elsexo de lasmujeres de la casa y aunque no lo quieran creer mis queridas hermanas y hermanos el mal esta en este pinche sistema capitalista de mierda y es un sistema al que amamos,hombre ideas machistas luchando tener amo sexo femenino veo demasiadas cualidades ustedes muchas mas hombres si mujeres dirigieran mundo seria mejor lugar veo tambien identifican problema problema edducacion hombres nacimosmachistas nacmos hombres mujeres mamas encargado hombres machistas dudo muchas mujeres quee cantan himno educan ahombres machos malo mama hermana anden pelotas casa algun enfermo mental decidio honrra elapellido ubica elsexo lasmujeres casa aunque quieran creer queridas hermanas hermanos mal pinche sistema capitalista mierda sistema amamos,Opinion about the video or content,yes
354,Jajajajjajajaj insectossss,jajajajjajajaj insectos,jajajajjajajaj insectos,Evaluation of the interlocutor,no
355,Feministas inventan un himno but se vuelve un meme,feministas inventan un himno but se vuelve un meme,feministas inventan himno but vuelve meme,Other topic,no
356,No mas inbentan,no mas inbentan,mas inbentan,Personal exchange,no
00356-1,no,no,,Personal exchange,no
357,1:30 vizcarrita no !!!,ciento treinta vizcarrita no,ciento treinta vizcarrita,Other topic,no
358,Probablemente la cancion mas estupida de la historia (y hay mucha competencia).,probablemente la cancion mas estupida de la historia y hay mucha competencia,probablemente cancion mas estupida historia mucha competencia,Opinion about the video or content,yes
359,son re busca bardo,son re busca bardo,re busca bardo,Personal exchange,no
360,¡A la cocina que hay hacer la cena!,a la cocina que hay hacer la cena,cocina hacer cena,Opinion about the video or content,yes
00360-1,lo unico que pueden decir 😂r,lo unico que pueden decir r,unico pueden decir r,Personal exchange,no
361,"Yo no digo que no protesten esta bien pero decir que todos los hombre son machistas me parece que están mal y marchar maltratando locales, autos no entiendo que tiene que ver que rompan cosas y grafiteen con Pedro respeto y seguridad si quieren respeto deben ganarlo con acciones buenas y no faltando respeto a algo o a alguien yo siento que las feministas están tontas digo hay mujeres que sin ponerse en ridículo haciendo tontería y media son más respetuosos que esas",yo no digo que no protesten esta bien pero decir que todos los hombre son machistas me parece que están mal y marchar maltratando locales autos no entiendo que tiene que ver que rompan cosas y grafiteen con pedro respeto y seguridad si quieren respeto deben ganarlo con acciones buenas y no faltando respeto a algo o a alguien yo siento que las feministas están tontas digo hay mujeres que sin ponerse en ridículo haciendo tontería y media son más respetuosos que esas,digo protesten bien decir hombre machistas parece mal marchar maltratando locales autos entiendo ver rompan cosas grafiteen pedro respeto seguridad si quieren respeto deben ganarlo acciones buenas faltando respeto alguien siento feministas tontas digo mujeres ponerse ridículo haciendo tontería media respetuosos,Opinion about the video or content,yes
362,Digo que quieren las feministas que todo este gobernado por mujeres digo también los hombres son necesarios sigo si no quieren a los hombres la raza humana se extingue y no apoyo a los violadores que se pudran pero tachar a todos de violadores se me hace incorrecto,digo que quieren las feministas que todo este gobernado por mujeres digo también los hombres son necesarios sigo si no quieren a los hombres la raza humana se extingue y no apoyo a los violadores que se pudran pero tachar a todos de violadores se me hace incorrecto,digo quieren feministas gobernado mujeres digo hombres necesarios sigo si quieren hombres raza humana extingue apoyo violadores pudran tachar violadores hace incorrecto,Opinion about the video or content,yes
363,Beda,beda,beda,Other topic,no
364,"Me dio más risa, que tristeza 😂😂😂😂_x6c0020__x20006f__x650000__x20006e_",me dio más risa que tristeza xseiscveintexdoscientos seisfxseiscientos cincuentaxdoscientos seise,dio risa tristeza xseiscveintexdoscientos seisfxseiscientos cincuentaxdoscientos seise,Evaluation of the interlocutor,no
365,👎👎👎👎👎👎👎👎ā,ā,ā,Evaluation of the interlocutor,no
366,"quiero que una de ellas me responda y tener un debate formal , y saber que le hicieron , y no hablar del resto sino de nosotros , la mayoría de ellas dicen ""yo estoy marchando per ella o por ellas "" pero en realidad no tienen un motivo real que les alla pasado , acepto respuestas",quiero que una de ellas me responda y tener un debate formal y saber que le hicieron y no hablar del resto sino de nosotros la mayoría de ellas dicen yo estoy marchando per ella o por ellas pero en realidad no tienen un motivo real que les alla pasado acepto respuestas,quiero responda tener debate formal saber hicieron hablar resto sino mayoría dicen marchando per realidad motivo real alla pasado acepto respuestas,Opinion about the video or content,yes
00366-1,Marchamos por las que nos faltan y si tenemos muchos motivos entonces le digo que porfavor se informe un poquito más😊_x73206169_,marchamos por las que nos faltan y si tenemos muchos motivos entonces le digo que porfavor se informe un poquito másxsetenta y tres millones doscientos seis mil ciento sesenta y nueve,marchamos faltan si motivos entonces digo porfavor informe poquito másxsetenta tres millones doscientos seis mil ciento sesenta nueve,Opinion about the video or content,yes
00366-2,"@user usa las ""comas"" cuando escribas para poder entenderte",@user usa las comas cuando escribas para poder entenderte,@user usa comas escribas poder entenderte,Personal exchange,no
00366-3,"@user soy abogado , estoy muy informado",@user soy abogado estoy muy informado,@user abogado informado,Personal exchange,no
367,"El corona virus es un juez
que nos juzga por nacer
y nuestro castigo
es ese virus que no vez","el corona virus es un juez
que nos juzga por nacer
y nuestro castigo
es ese virus que no vez",corona virus juez juzga nacer castigo virus vez,Other topic,no
00367-1,Muy mala tu weaita,muy mala tu weaita,mala weaita,Evaluation of the interlocutor,no
368,"Feminazis: Crean un himno

Hombres: Del himno sacan un remix bien prron","feminazis crean un himno

hombres del himno sacan un remix bien prron",feminazis crean himno hombres himno sacan remix bien prron,Other topic,no
00368-01,"Feministas*, no mujeres",feministas no mujeres,feministas mujeres,Opinion about the video or content,yes
00368-02,@user Definitivo son mujeres también,@user definitivo son mujeres también,@user definitivo mujeres,Opinion about the video or content,yes
00368-03,@user tu en este video?,@user tu en este video,@user video,Personal exchange,no
00368-04,@user ellas no yo,@user ellas no yo,@user,Personal exchange,no
00368-05,@user me refiero a q también estabas en los comentarios del video ese del tío que dice q se vayan a hacer la cena jjaj,@user me refiero a q también estabas en los comentarios del video ese del tío que dice q se vayan a hacer la cena jjaj,@user refiero q comentarios video tío dice q vayan hacer cena jjaj,Personal exchange,no
00368-06,@user yo comento en varios sitios 😃?,@user yo comento en varios sitios,@user comento varios sitios,Personal exchange,no
00368-07,"@user Definitivo *Hembristas, ni si quiera feministas",@user definitivo hembristas ni si quiera feministas,@user definitivo hembristas si quiera feministas,Opinion about the video or content,yes
00368-08,Por favor cambiarle ese de mujeres a feministas PORFAVOR,por favor cambiarle ese de mujeres a feministas porfavor,favor cambiarle mujeres feministas porfavor,Opinion about the video or content,yes
00368-09,Jajajajaja caaaabal,jajajajaja cabal,jajajajaja cabal,Evaluation of the interlocutor,no
00368-10,@user jajaja si cierto,@user jajaja si cierto,@user jajaja si cierto,Evaluation of the interlocutor,no
00368-11,Feministas*,feministas,feministas,Opinion about the video or content,yes
00368-12,"No creo que ""feminazis"" sea el termino",no creo que feminazis sea el termino,creo feminazis termino,Opinion about the video or content,yes
00368-13,@user oye yo creo que tu nombre no es Karen creo que es ama amamarla,@user oye yo creo que tu nombre no es karen creo que es ama amamarla,@user oye creo nombre karen creo ama amamarla,Personal exchange,no
00368-14,@user claramente no eres un ser muy pensante que digamos.,@user claramente no eres un ser muy pensante que digamos,@user claramente ser pensante digamos,Evaluation of the interlocutor,no
00368-15,"Te debe hacer falta un cerebro por que si no sabias el termino ""feminazi"" no existe.",te debe hacer falta un cerebro por que si no sabias el termino feminazi no existe,debe hacer falta cerebro si sabias termino feminazi existe,Evaluation of the interlocutor,no
00368-16,Exacto feministas no mujeres locas sueltas,exacto feministas no mujeres locas sueltas,exacto feministas mujeres locas sueltas,Opinion about the video or content,yes
00368-17,@user El régimen y las ideas de este movimiento FEMINISTE que no sirve para nada (solo para hacer memes) es lo más parecido a lo que Hitler hacia en su tiempo,@user el régimen y las ideas de este movimiento feministe que no sirve para nada solo para hacer memes es lo más parecido a lo que hitler hacia en su tiempo,@user régimen ideas movimiento feministe sirve solo hacer memes parecido hitler hacia tiempo,Opinion about the video or content,yes
00368-18,Oh fuck soy un machirulo opresor >:v jajaajjajaja,oh fuck soy un machirulo opresor jajaajjajaja,oh fuck machirulo opresor jajaajjajaja,Evaluation of the interlocutor,no
369,"Todos los hombres somos violadores? De verdad es culpa del presidente? Vivimos en un estado opresor que no vela por la igualdad?

Que tristemente hayan violadores se ha dd denunciar. Pero estoy seguro que no representan ni un 0,5% de los hombres de este país. No acepto esta canción porque no nos representa y claramente busca la confrontación.","todos los hombres somos violadores de verdad es culpa del presidente vivimos en un estado opresor que no vela por la igualdad

que tristemente hayan violadores se ha dd denunciar pero estoy seguro que no representan ni un cinco de los hombres de este país no acepto esta canción porque no nos representa y claramente busca la confrontación",hombres violadores verdad culpa presidente vivimos opresor vela igualdad tristemente violadores dd denunciar seguro representan cinco hombres país acepto canción representa claramente busca confrontación,Opinion about the video or content,yes
370,jaja,jaja,jaja,Evaluation of the interlocutor,no
371,disfrutad del virus nazis,disfrutad del virus nazis,disfrutad virus nazis,Evaluation of the interlocutor,no
372,No sé pero tengo unas ganas de echarle a reír pero una carcajada a todo pulmón 🤣🤣😂 con ver este vídeo xd re,no sé pero tengo unas ganas de echarle a reír pero una carcajada a todo pulmón con ver este vídeo re,sé unas ganas echarle reír carcajada pulmón ver vídeo re,Opinion about the video or content,yes
373,Para ver una referente de la evolución de las mujeres miro a ronda rousey,para ver una referente de la evolución de las mujeres miro a ronda rousey,ver referente evolución mujeres miro ronda rousey,Other topic,no
374,Luego dicen que no entienden como el corona virus ha extendido tan rápido el corona virus :/,luego dicen que no entienden como el corona virus ha extendido tan rápido el corona virus,luego dicen entienden corona virus extendido tan rápido corona virus,Other topic,no
375,Hasta me ofendió el canto y eso que soy morra xd,hasta me ofendió el canto y eso que soy morra,ofendió canto morra,Opinion about the video or content,yes
376,"Me preocupa la estupidez colectiva tanto de hombres como mujeres que piensan que esto se refiere a todos los hombres, el cántico especifica que se refiere al sistema patriarcal no a los hombres, esto no necesariamente significa que las mujeres deben estar por encima de los hombres, significa igualdad, ya que actualmente las mujeres tienen muchas desventajas solo por nacer",me preocupa la estupidez colectiva tanto de hombres como mujeres que piensan que esto se refiere a todos los hombres el cántico especifica que se refiere al sistema patriarcal no a los hombres esto no necesariamente significa que las mujeres deben estar por encima de los hombres significa igualdad ya que actualmente las mujeres tienen muchas desventajas solo por nacer,preocupa estupidez colectiva hombres mujeres piensan refiere hombres cántico especifica refiere sistema patriarcal hombres necesariamente significa mujeres deben encima hombres significa igualdad actualmente mujeres muchas desventajas solo nacer,Opinion about the video or content,yes
00376-1,"Pero dice, el estado opresor es un MACHO violador",pero dice el estado opresor es un macho violador,dice opresor macho violador,Opinion about the video or content,yes
00376-2,"@user porque el estado no está protegiendo a las mujeres y permite que eso ocurra, al permitirlo se vuelven cómplices",@user porque el estado no está protegiendo a las mujeres y permite que eso ocurra al permitirlo se vuelven cómplices,@user protegiendo mujeres permite ocurra permitirlo vuelven cómplices,Opinion about the video or content,yes
00376-3,@user pero porque tienen que decir macho osea fue muy necesario decirlo?,@user pero porque tienen que decir macho osea fue muy necesario decirlo,@user decir macho osea necesario decirlo,Opinion about the video or content,yes
00376-4,"El ESTADO OPRESOR (????) es un MACHO violador 

Primero opresor? Desde cuando las oprimen? Tú crees que si estuvieran Yam oprimidas estarían ahí cantando en contra del estado? Segundo el estado se conforma por dos cosas, el poder, el territorio y la POBLACIÓN, no solamente es la ley, mejor digan los policías o a la ley ( que directamente también es una mentira ) ya que involucran a la POBLACIÓN, de un territorio, mejor deben pensar bien la letra antes de escribirla, y tercero, macho? Hace falta poner el género masculino como el malo? Estas mujeres saben sus existen mujeres violadoras no? O hacen ver que solo los hombres somos violadores?","el estado opresor es un macho violador 

primero opresor desde cuando las oprimen tú crees que si estuvieran yam oprimidas estarían ahí cantando en contra del estado segundo el estado se conforma por dos cosas el poder el territorio y la población no solamente es la ley mejor digan los policías o a la ley que directamente también es una mentira ya que involucran a la población de un territorio mejor deben pensar bien la letra antes de escribirla y tercero macho hace falta poner el género masculino como el malo estas mujeres saben sus existen mujeres violadoras no o hacen ver que solo los hombres somos violadores",opresor macho violador primero opresor oprimen crees si yam oprimidas ahí cantando segundo conforma dos cosas poder territorio población solamente ley mejor digan policías ley directamente mentira involucran población territorio mejor deben pensar bien letra escribirla tercero macho hace falta poner género masculino malo mujeres saben existen mujeres violadoras hacen ver solo hombres violadores,Opinion about the video or content,yes
377,"Y que significa la venda en los ojos mientras cantan???
En Salem paso algo parecido, se llama histeria colectiva.","y que significa la venda en los ojos mientras cantan
en salem paso algo parecido se llama histeria colectiva",significa venda ojos mientras cantan salem paso parecido llama histeria colectiva,Opinion about the video or content,yes
378,Yo soy culiador no violador,yo soy culiador no violador,culiador violador,Opinion about the video or content,yes
379,Qué estupidez ! Deberían estar cocinando,qué estupidez deberían estar cocinando,estupidez deberían cocinando,Opinion about the video or content,yes
380,"y la culpa no era mía 
ni quien la portaba 
ni quien transmitía 
el desempleado eres tú!","y la culpa no era mía 
ni quien la portaba 
ni quien transmitía 
el desempleado eres tú",culpa portaba transmitía desempleado,Other topic,no
381,La mayoría de las mujeres se lo buscan,la mayoría de las mujeres se lo buscan,mayoría mujeres buscan,Opinion about the video or content,yes
382,"Me parece estupido xd
Pero bueno si las mujeres nos odian tanto ;<;
Ni que fueran perfectas...","me parece estupido 
pero bueno si las mujeres nos odian tanto 
ni que fueran perfectas",parece estupido bueno si mujeres odian perfectas,Opinion about the video or content,yes
00382-01,NO SON LAS MUJERES .. SON LAS INSATISFECHAS,no son las mujeres son las insatisfechas,mujeres insatisfechas,Opinion about the video or content,yes
00382-02,"Si sos violador ,machista etc es obvio que te van a odiar,pero que yo sepa nunca te nombraron y no dice que odian a los hombres .Además nadie es perfecto",si sos violador machista etc es obvio que te van a odiarpero que yo sepa nunca te nombraron y no dice que odian a los hombres además nadie es perfecto,si sos violador machista etc obvio van odiarpero sepa nunca nombraron dice odian hombres además nadie perfecto,Opinion about the video or content,yes
00382-03,"@user sos un machista capo esas cosas no se dicen ,y no todas las mujeres son iguales",@user sos un machista capo esas cosas no se dicen y no todas las mujeres son iguales,@user sos machista capo cosas dicen todas mujeres iguales,Personal exchange,no
00382-04,"@user jaja se enojó porque las películas feministas no ganaron jajaja sí sí el hombre hetero blanco destruye todo cuando ustedes rompen la ley jajaja

PD: El patriarcado lo hizo otra vez xd","@user jaja se enojó porque las películas feministas no ganaron jajaja sí sí el hombre hetero blanco destruye todo cuando ustedes rompen la ley jajaja

pd el patriarcado lo hizo otra vez",@user jaja enojó películas feministas ganaron jajaja hombre hetero blanco destruye ustedes rompen ley jajaja pd patriarcado hizo vez,Personal exchange,no
00382-05,@user amigo no mezcles los temas.El comentario que hizo ese hombre fue muy inecesario,@user amigo no mezcles los temasel comentario que hizo ese hombre fue muy inecesario,@user amigo mezcles temasel comentario hizo hombre inecesario,Personal exchange,no
00382-06,@user y?,@user y,@user,Personal exchange,no
00382-07,"@user todas las mujeres con "" Ay. Machistas no nos dejan ser militares por ser mujeres opresores violadores""

Ahhhh pero cuando ay una guerra ustedes se cagan y se ponen a planchar ropa","@user todas las mujeres con ay machistas no nos dejan ser militares por ser mujeres opresores violadores

ah pero cuando ay una guerra ustedes se cagan y se ponen a planchar ropa",@user todas mujeres ay machistas dejan ser militares ser mujeres opresores violadores ah ay guerra ustedes cagan ponen planchar ropa,Opinion about the video or content,yes
00382-08,"@user flaco cuantos años tenes ? Pensa primero,y para tu información hay mujeres militares.Ocupate en tu vida y deja de meter bardo",@user flaco cuantos años tenes pensa primeroy para tu información hay mujeres militaresocupate en tu vida y deja de meter bardo,@user flaco cuantos años tenes pensa primeroy información mujeres militaresocupate vida deja meter bardo,Opinion about the video or content,yes
00382-09,@user ok boomer,@user ok boomer,@user ok boomer,Personal exchange,no
00382-10,@user ok zoomer,@user ok zoomer,@user ok zoomer,Personal exchange,no
00382-11,"@user El estado opresor és un macho violador.
Estado: -Instituciones -Territorio -Población.","@user el estado opresor és un macho violador
estado instituciones territorio población",@user opresor és macho violador instituciones territorio población,Opinion about the video or content,yes
00382-12,"@user si si,Igual el primer chico hablaba como que las mujeres odiabamos a los hombres sin ninguna razón",@user si siigual el primer chico hablaba como que las mujeres odiabamos a los hombres sin ninguna razón,@user si siigual primer chico hablaba mujeres odiabamos hombres ninguna razón,Opinion about the video or content,yes
00382-13,"El feminismo no va en contra del hombre, va a favor de que las mujeres tengan los mismos derechos de los hombres, que nos tomen en serio, tengamos el mismo sueldo, etc.",el feminismo no va en contra del hombre va a favor de que las mujeres tengan los mismos derechos de los hombres que nos tomen en serio tengamos el mismo sueldo etc,feminismo va hombre va favor mujeres mismos derechos hombres tomen serio mismo sueldo etc,Opinion about the video or content,yes
00382-14,"@user En realidad más bien el feminismo és un movimiento que busca favorecer a la mujer, independientemente si esto significa igualdad o superioridad.",@user en realidad más bien el feminismo és un movimiento que busca favorecer a la mujer independientemente si esto significa igualdad o superioridad,@user realidad bien feminismo és movimiento busca favorecer mujer independientemente si significa igualdad superioridad,Opinion about the video or content,yes
00382-15,@user Ya callese usted,@user ya callese usted,@user callese usted,Personal exchange,no
383,He visto mas coordinación en una reunión de paraplejicos que ustedes haciendo la danza de la lluvia en medio de la calle mientras cantáis canciones satánicas.,he visto mas coordinación en una reunión de paraplejicos que ustedes haciendo la danza de la lluvia en medio de la calle mientras cantáis canciones satánicas,visto mas coordinación reunión paraplejicos ustedes haciendo danza lluvia medio calle mientras cantáis canciones satánicas,Opinion about the video or content,yes
384,"""El estado opresor es un macho violador""

El wey que fue condenado a 35 años de cárcel por denuncia sin pruebas: ¿Tú que sabes? Tú no sabes nada","el estado opresor es un macho violador

el wey que fue condenado a treinta y cinco años de cárcel por denuncia sin pruebas tú que sabes tú no sabes nada",opresor macho violador wey condenado treinta cinco años cárcel denuncia pruebas sabes sabes,Opinion about the video or content,yes
00384-001,@user sabes que tambien lei en twitter que las feministas no pueden ser heterosexuales jajajajajajaja,@user sabes que tambien lei en twitter que las feministas no pueden ser heterosexuales jajajajajajaja,@user sabes tambien lei twitter feministas pueden ser heterosexuales jajajajajajaja,Opinion about the video or content,yes
