id,comment,comment_cleaned_w_stopWords,comment_cleaned_w/o_stopWords,corpus_name,gold_labels,predictions
01297-06,"@user y no están masificando el término de violador o abusador con todos los hombres, están haciendo una clara referencia al violador, y al momento que dice los pacos (policias) esta canción fue creada en términos de protestas nacionales en chile en donde hubieron denuncias a carabineros (policias) por abuso y amenazas de índole sexual, las sentadillas por que obligaban a las mujeres a desnudarse y hacer sentadillas, pero bueno no te culpo por ser tan ignorante y sentirte atacado por una canción que nisiquiera te debería importar que ataque a violadores",@user y no están masificando el término de violador o abusador con todos los hombres están haciendo una clara referencia al violador y al momento que dice los pacos policias esta canción fue creada en términos de protestas nacionales en chile en donde hubieron denuncias a carabineros policias por abuso y amenazas de índole sexual las sentadillas por que obligaban a las mujeres a desnudarse y hacer sentadillas pero bueno no te culpo por ser tan ignorante y sentirte atacado por una canción que nisiquiera te debería importar que ataque a violadores,"@user masificando término violador abusador hombres, haciendo clara referencia violador, momento dice pacos (policias) canción creada términos protestas nacionales chile denuncias carabineros (policias) abuso amenazas índole sexual, sentadillas obligaban mujeres desnudarse hacer sentadillas, bueno culpo ser tan ignorante sentirte atacado canción nisiquiera debería importar ataque violadores",El violador eres ..r en tu camino -  Comentarios 3001 - 4000,yes,yes
01162-02,el genero fuerte es el hombre aunque te sorprenda que hay mujeres mas fuertes si pero biologicamente los hombres son mas fuertes tambien hay hombres violados asesinados y acosados,el genero fuerte es el hombre aunque te sorprenda que hay mujeres mas fuertes si pero biologicamente los hombres son mas fuertes tambien hay hombres violados asesinados y acosados,genero fuerte hombre aunque sorprenda mujeres fuertes biologicamente hombres fuertes hombres violados asesinados acosados,El violador eres ..r en tu camino -  Comentarios 3001 - 4000,yes,yes
1074,OK,ok,OK,El violador eres ..r en tu camino -  Comentarios 5001 - 6000,yes,yes
2475,"¿imagínate ir allí y gritarles ""put4s""? Xddddddd",imagínate ir allí y gritarles putcuatros xd,"¿imagínate ir gritarles ""put4s""? Xddddddd",El violador eres ..r en tu camino -  Comentarios 9001 - 10000,yes,yes
01999-3,@user dicen ser feministas pero no se atreven ni matar ni aun violador,@user dicen ser feministas pero no se atreven ni matar ni aun violador,@user dicen ser feministas atreven matar aun violador,El violador eres ..r en tu camino -  Comentarios 8001 - 9000-2,yes,yes
1588,"por lo menos defienden algo, se unen se juntan y se posicionan para cantar por algo que les parece justo, si fueran hombres se estarían dándo palos en el tránsito por cualquier razón o en el futbol o matándose por equipos de futbol con jugadores millonarios que no les importa sus hinchas imbeciles o por cualquier razón, porque las cárceles están al 90 % llena de hombres, pese que las mujeres son la mitad, los que mas matan, roban, discriminan, atacan, son hombres, pero los ridiculos se sienten ofendidos por una canción jajajajaj,",por lo menos defienden algo se unen se juntan y se posicionan para cantar por algo que les parece justo si fueran hombres se estarían dándo palos en el tránsito por cualquier razón o en el futbol o matándose por equipos de futbol con jugadores millonarios que no les importa sus hinchas imbeciles o por cualquier razón porque las cárceles están al noventa llena de hombres pese que las mujeres son la mitad los que mas matan roban discriminan atacan son hombres pero los ridiculos se sienten ofendidos por una canción jajajajaj,"menos defienden algo, unen juntan posicionan cantar parece justo, hombres dándo palos tránsito cualquier razón futbol matándose equipos futbol jugadores millonarios importa hinchas imbeciles cualquier razón, cárceles 90 % llena hombres, pese mujeres mitad, matan, roban, discriminan, atacan, hombres, ridiculos sienten ofendidos canción jajajajaj,",El violador eres ..r en tu camino -  Comentarios 5001 - 6000,yes,yes
01388-1,"no existe eso, feliz dia del matriarcado aunque solo sea una vez al año.",no existe eso feliz dia del matriarcado aunque solo sea una vez al año,"existe eso, feliz dia matriarcado aunque solo vez año.",El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
00106-12,"@user privilegios ? Por ser hombre significa que tengo privilegios ? Dónde estan que no me llegaron todavía 🤦🏻‍♂️ das pena , tomas en cuenta los asesinatos de mujeres pero no el hecho de que mas del 70% de asesinatos a niños son perpetuados por mujeres , casi todos los asesinatos y robos son hacia hombres , y ni hablar de la cantidad de hombres muertos en guerra por año , si las mujeres fiscalmente tienen muchos mas privilegios quieres que te los diga ? Y no niego que aun siguen abiendo casos de abuso doméstico pero esclavitud ? Joder en un mundo tan globalizado como este y las mujeres aún creen que tienen que hacer lo que esos hombres digan ? Ya una cosa también es mejorar la educación porque no es posible que se dejen usar de esa forma !!! Una vez que dejen de dejarse los abusadores desaparecerán , eso deberian hacer dar charlas informáticas en escuelas o apoyar esos centros de ayuda en vez de crear una canción ridícula , y quemar monumentos etc hay muchas formas de ayudar en vez del bandalismo 🤷🏻‍♂️ est",@user privilegios por ser hombre significa que tengo privilegios dónde estan que no me llegaron todavía das pena tomas en cuenta los asesinatos de mujeres pero no el hecho de que mas del setenta de asesinatos a niños son perpetuados por mujeres casi todos los asesinatos y robos son hacia hombres y ni hablar de la cantidad de hombres muertos en guerra por año si las mujeres fiscalmente tienen muchos mas privilegios quieres que te los diga y no niego que aun siguen abiendo casos de abuso doméstico pero esclavitud joder en un mundo tan globalizado como este y las mujeres aún creen que tienen que hacer lo que esos hombres digan ya una cosa también es mejorar la educación porque no es posible que se dejen usar de esa forma una vez que dejen de dejarse los abusadores desaparecerán eso deberian hacer dar charlas informáticas en escuelas o apoyar esos centros de ayuda en vez de crear una canción ridícula y quemar monumentos etc hay muchas formas de ayudar en vez del bandalismo est,"@user privilegios ? Por ser hombre significa privilegios ? Dónde llegaron todavía 🤦🏻‍♂️ das pena , tomas cuenta asesinatos mujeres hecho 70% asesinatos niños perpetuados mujeres , casi asesinatos robos hacia hombres , hablar cantidad hombres muertos guerra año , mujeres fiscalmente privilegios quieres diga ? Y niego aun siguen abiendo casos abuso doméstico esclavitud ? Joder mundo tan globalizado mujeres aún creen hacer hombres digan ? Ya cosa mejorar educación posible dejen usar forma !!! Una vez dejen dejarse abusadores desaparecerán , deberian hacer dar charlas informáticas escuelas apoyar centros ayuda vez crear canción ridícula , quemar monumentos etc muchas formas ayudar vez bandalismo 🤷🏻‍♂️ est",El violador eres ..r en tu camino -  Comentarios 1 - 1000,yes,yes
01434-23,@user ahora si acepto si lucha pero no hay necesidad de meter a terceros en esta pelea por ejemplo quemar Iglesias por que? Para cagar la plata que se gastó en eso? Igual que otras cosas que a la gente le cuesta y creo que eso es tranquilamente denunciable osea. Bueno además otra cosa es que hay que tener justicia con las acusaciones con este movimiento están denunciando a personas por violación que no hicieron nada y por culpa de esto se las meten a la cárcel con poca investigación bueno eso es otro tema aparte.,@user ahora si acepto si lucha pero no hay necesidad de meter a terceros en esta pelea por ejemplo quemar iglesias por que para cagar la plata que se gastó en eso igual que otras cosas que a la gente le cuesta y creo que eso es tranquilamente denunciable osea bueno además otra cosa es que hay que tener justicia con las acusaciones con este movimiento están denunciando a personas por violación que no hicieron nada y por culpa de esto se las meten a la cárcel con poca investigación bueno eso es otro tema aparte,@user ahora acepto lucha necesidad meter terceros pelea ejemplo quemar Iglesias que? Para cagar plata gastó eso? Igual cosas gente cuesta creo tranquilamente denunciable osea. Bueno además cosa tener justicia acusaciones movimiento denunciando personas violación hicieron culpa meten cárcel poca investigación bueno tema aparte.,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,yes,yes
01072-11,"@user nadie te pide que te preocupes de nosotras, lo hacemos sin ayuda :p y que no se reúnan pruebas suficientes no quiere decir que sean falsas, y de verdad de donde sacas estos estudios del rincón del vago?",@user nadie te pide que te preocupes de nosotras lo hacemos sin ayuda p y que no se reúnan pruebas suficientes no quiere decir que sean falsas y de verdad de donde sacas estos estudios del rincón del vago,"@user pide preocupes nosotras, hacemos ayuda :p reúnan pruebas suficientes quiere decir falsas, verdad sacas estudios rincón vago?",El violador eres ..r en tu camino -  Comentarios 2001 - 3000,yes,yes
02045-10,"@user ""Trillones de mujeres"" sera en toda la historia contando tambien otras especies porque solo existen 7 billones de personas en el mundo i_i y ademas quizas hay cinco hombres que solo matan por ser mujeres y obviamente muchos mas porque estan mal de la cabeza pero eso no significa que todos los hombres seamos unos machistas opresores y tampoco justifica que por casualidad estar cerca de un movimiento venga una feminista te eche un spray en la cara solo por existir",@user trillones de mujeres sera en toda la historia contando tambien otras especies porque solo existen siete billones de personas en el mundo ii y ademas quizas hay cinco hombres que solo matan por ser mujeres y obviamente muchos mas porque estan mal de la cabeza pero eso no significa que todos los hombres seamos unos machistas opresores y tampoco justifica que por casualidad estar cerca de un movimiento venga una feminista te eche un spray en la cara solo por existir,"@user ""Trillones mujeres"" toda historia contando especies solo existen 7 billones personas mundo i_i ademas quizas cinco hombres solo matan ser mujeres obviamente mal cabeza significa hombres machistas opresores tampoco justifica casualidad cerca movimiento venga feminista eche spray cara solo existir",El violador eres ..r en tu camino -  Comentarios 8001 - 9000-2,yes,yes
01372-19,"Ellas no tienen la culpa, ellas pueden vestirse como quieran y estar dondé quieran, si las violaron o acosaron es culpa del agresor",ellas no tienen la culpa ellas pueden vestirse como quieran y estar dondé quieran si las violaron o acosaron es culpa del agresor,"Ellas culpa, pueden vestirse quieran dondé quieran, violaron acosaron culpa agresor",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,yes,yes
1665,Las que se creen feministas no evolucionaron,las que se creen feministas no evolucionaron,Las creen feministas evolucionaron,El violador eres ..r en tu camino -  Comentarios 5001 - 6000,yes,yes
1572,Casa vez que escucho esto me dan ganas de matar a una mujer,casa vez que escucho esto me dan ganas de matar a una mujer,Casa vez escucho dan ganas matar mujer,El violador eres ..r en tu camino -  Comentarios 7001 - 8000,yes,yes
01742-22,"@user La diferencia esta en que si hacen eso, la mujer en un juicio se puede llevar cantidades exhorbitantes de dinero. El supuesto acoso que hay en el trabajo, en un juicio hace que la empresa responsable tenga que pagar una indemnización a la mujer. Como lees, para una empresa hacer esto sería desfavorable para la empresa.",@user la diferencia esta en que si hacen eso la mujer en un juicio se puede llevar cantidades exhorbitantes de dinero el supuesto acoso que hay en el trabajo en un juicio hace que la empresa responsable tenga que pagar una indemnización a la mujer como lees para una empresa hacer esto sería desfavorable para la empresa,"@user La diferencia hacen eso, mujer juicio puede llevar cantidades exhorbitantes dinero. El supuesto acoso trabajo, juicio empresa responsable pagar indemnización mujer. Como lees, empresa hacer desfavorable empresa.",El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
01778-49,"@user y no soy feminazi, sólo quiero decidir sobre mí cuerpo, quiero decidir si ser madre o no, yo podría decir que todos los hombres se hagan una vasectomía pero no puedo, no soy ellos, no puedo decir que tienen que hacer con su pene",@user y no soy feminazi sólo quiero decidir sobre mí cuerpo quiero decidir si ser madre o no yo podría decir que todos los hombres se hagan una vasectomía pero no puedo no soy ellos no puedo decir que tienen que hacer con su pene,"@user feminazi, sólo quiero decidir cuerpo, quiero decidir ser madre no, podría decir hombres hagan vasectomía puedo, ellos, puedo decir hacer pene",El violador eres ..r en tu camino -  Comentarios 7001 - 8000- 2,yes,yes
1564,PARA CASA QUE HAY QUE HACER LA CENA!!!!!!,para casa que hay que hacer la cena,PARA CASA QUE HAY QUE HACER LA CENA!!!!!!,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,yes,yes
01853-27,@user tendrian que molestarle la victimizacion y odiar al victimario. Creo que yo. Parece ridiculo pero ahi hay mucho dolor de miles de millones que no dicen nada. El odio no sirve de ninguno de los dos lados. X mas ridiculo que sea,@user tendrian que molestarle la victimizacion y odiar al victimario creo que yo parece ridiculo pero ahi hay mucho dolor de miles de millones que no dicen nada el odio no sirve de ninguno de los dos lados x mas ridiculo que sea,@user tendrian molestarle victimizacion odiar victimario. Creo yo. Parece ridiculo dolor miles millones dicen nada. El odio sirve ninguno dos lados. X ridiculo,El violador eres ..r en tu camino -  Comentarios 7001 - 8000- 2,yes,yes
00894-17,"así son todas, tiran la piedra y esconden la mano, y si les pega cuando se la devuelves, andan de chillonas",así son todas tiran la piedra y esconden la mano y si les pega cuando se la devuelves andan de chillonas,"todas, tiran piedra esconden mano, pega devuelves, andan chillonas",El violador eres ..r en tu camino -  Comentarios 2001 - 3000,yes,yes
00515-13,"@user sinceramente hay países donde es muchísimo más importante esta idea que en los que ya más o menos están cobrando protagonismo, ahora lo que hacen es más ridículizarse a si mismas, verdaderas mujeres por ahí vi que nisiquiera son feministas pero bueno, lugares como los países árabes es una situación más seria que aquí",@user sinceramente hay países donde es muchísimo más importante esta idea que en los que ya más o menos están cobrando protagonismo ahora lo que hacen es más ridículizarse a si mismas verdaderas mujeres por ahí vi que nisiquiera son feministas pero bueno lugares como los países árabes es una situación más seria que aquí,"@user sinceramente países muchísimo importante idea menos cobrando protagonismo, ahora hacen ridículizarse mismas, verdaderas mujeres vi nisiquiera feministas bueno, lugares países árabes situación seria",El violador eres ..r en tu camino -  Comentarios 1001 - 2000,yes,yes
1428,"Mujeres que matan y violan a mujeres , maltrato físico y psicológico a sus propias hijas . A donde están las feministas porque no protestan contra ellas misma .",mujeres que matan y violan a mujeres maltrato físico y psicológico a sus propias hijas a donde están las feministas porque no protestan contra ellas misma,"Mujeres matan violan mujeres , maltrato físico psicológico propias hijas . A feministas protestan misma .",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,yes,yes
00823-099,@user te estaba probando para ver como reaccionabas y ni defendies el feminismo con argumentos pero bueno ERES MUJER TIENES LA RAZON,@user te estaba probando para ver como reaccionabas y ni defendies el feminismo con argumentos pero bueno eres mujer tienes la razon,@user probando ver reaccionabas defendies feminismo argumentos bueno ERES MUJER TIENES LA RAZON,El violador eres ..r en tu camino_Comentarios 4118 - 5000,yes,yes
1409,VIDEO DENUNCIADO A YOU TUBE POR INCITACIÓN AL ODIO,video denunciado a you tube por incitación al odio,VIDEO DENUNCIADO A YOU TUBE POR INCITACIÓN AL ODIO,El violador eres ..r en tu camino -  Comentarios 4001 - 5000,yes,no
1872,Cómo se llama la canción de fondo está genial ! La quiero escuchar sin esa letra de fondo que cantan !,cómo se llama la canción de fondo está genial la quiero escuchar sin esa letra de fondo que cantan,Cómo llama canción fondo genial ! La quiero escuchar letra fondo cantan !,El violador eres ..r en tu camino -  Comentarios 7001 - 8000- 2,yes,yes
1867,"A pesar de esta canción es mas insultante que una mujer violada 
1 tiene mal ritmo
2 es una pendejada industrial XD
3 esto no va ni PA canción de newgrounds pa gd xd
4 es obvio, es una pendejada, si de grande me vais a decir que soy un violador obviamente no me querre quedar en un mundo asi, lamentable el mundo sin hombres y mujeres no es un mundo, es un infierno, tener la preocupación de que en un futuro ""CrE Un bYolAdoR"" es feo, creis que niños están felices al escuchar esta cancion de que de grandes serán llamados violadores por ser hombres no es bonito, nada bonito","a pesar de esta canción es mas insultante que una mujer violada 
uno tiene mal ritmo
dos es una pendejada industrial 
tres esto no va ni pa canción de newgrounds pa gd 
cuatro es obvio es una pendejada si de grande me vais a decir que soy un violador obviamente no me querre quedar en un mundo asi lamentable el mundo sin hombres y mujeres no es un mundo es un infierno tener la preocupación de que en un futuro cre un byolador es feo creis que niños están felices al escuchar esta cancion de que de grandes serán llamados violadores por ser hombres no es bonito nada bonito","A pesar canción insultante mujer violada 1 mal ritmo 2 pendejada industrial XD 3 va PA canción newgrounds pa gd xd 4 obvio, pendejada, grande vais decir violador obviamente querre quedar mundo asi, lamentable mundo hombres mujeres mundo, infierno, tener preocupación futuro ""CrE Un bYolAdoR"" feo, creis niños felices escuchar cancion grandes llamados violadores ser hombres bonito, bonito",El violador eres ..r en tu camino -  Comentarios 7001 - 8000- 2,yes,yes
360,¡A la cocina que hay hacer la cena!,a la cocina que hay hacer la cena,¡A cocina hacer cena!,El violador eres ..r en tu camino -  Comentarios 1 - 1000,yes,yes
1435,Ellas son las qué provocan le llegás a tocar a ellas te meten un tiro ptu,ellas son las qué provocan le llegás a tocar a ellas te meten un tiro ptu,Ellas provocan llegás tocar meten tiro ptu,El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
01717-8,"@user 0bviamente sí, pero estás dando a entender que el hecho de que violen mujeres es peor a que violen hombres o que directamente le deis más importancia a las violaciones a mujeres que a los asesinatos.",@user cerobviamente sí pero estás dando a entender que el hecho de que violen mujeres es peor a que violen hombres o que directamente le deis más importancia a las violaciones a mujeres que a los asesinatos,"@user 0bviamente sí, dando entender hecho violen mujeres peor violen hombres directamente deis importancia violaciones mujeres asesinatos.",El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
2001,Que baile choto que hacen,que baile choto que hacen,Que baile choto hacen,El violador eres ..r en tu camino -  Comentarios 8001 - 9000,yes,yes
829,Apuesto que en ese lugar a chicas de 20 a 27 años de edad que se hacen que son violadas pero también hay chicas mayores que violan a menores de edad,apuesto que en ese lugar a chicas de veinte a veintisiete años de edad que se hacen que son violadas pero también hay chicas mayores que violan a menores de edad,Apuesto lugar chicas 20 27 años edad hacen violadas chicas mayores violan menores edad,El violador eres ..r en tu camino -  Comentarios 2001 - 3000,yes,yes
1576,"Su ropa las hicierpm diseñadores , no diseñadoras",su ropa las hicierpm diseñadores no diseñadoras,"Su ropa hicierpm diseñadores , diseñadoras",El violador eres ..r en tu camino -  Comentarios 5001 - 6000,yes,yes
01461-03,"@user No solo África, India y otros lugares también, y no tiene que ver con lo religioso, tiene que ver con el valor que le dan a la vida de un hombre y cómo una mujer es considerado inferior, propiedad que mantener hasta por fin poder venderla y que otro se encargue de alimentarla. Entonces sabiendo eso, aún crees que no se juzga a las mujeres por el simple hecho de nacer?",@user no solo áfrica india y otros lugares también y no tiene que ver con lo religioso tiene que ver con el valor que le dan a la vida de un hombre y cómo una mujer es considerado inferior propiedad que mantener hasta por fin poder venderla y que otro se encargue de alimentarla entonces sabiendo eso aún crees que no se juzga a las mujeres por el simple hecho de nacer,"@user No solo África, India lugares también, ver religioso, ver valor dan vida hombre mujer considerado inferior, propiedad mantener fin poder venderla encargue alimentarla. Entonces sabiendo eso, aún crees juzga mujeres simple hecho nacer?",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,yes,yes
1611,venga a casa que hay que hacer la cena,venga a casa que hay que hacer la cena,venga casa hacer cena,El violador eres ..r en tu camino -  Comentarios 5001 - 6000,yes,yes
01751-10,"@user por qué un hombre no se puede defender de una mujer, por qué un hombre paga más años de cárcel que una mujer por el mismo crimen, por qué mueren muchos más hombres que mujeres, y en tiempos de guerra son los hombres los que van a morir, por qué en una denuncia de violación a la mujer se le cree inmediatamente aunque no tenga pruebas?. La vida es pesada para todos, no solo para las mujeres, y no es por culpa de un patriarcado inexistente que si de verdad existiera no se pudieran ni manifestar las mujeres y hacer su destrucción. Y aclaro, tu puedes hacer lo que se te pegue la regalada gana con tu cuerpo, no con el otro ser vivo que ni defenderse puede y tiene que pagar con su vida por qué tiene una mala madre.",@user por qué un hombre no se puede defender de una mujer por qué un hombre paga más años de cárcel que una mujer por el mismo crimen por qué mueren muchos más hombres que mujeres y en tiempos de guerra son los hombres los que van a morir por qué en una denuncia de violación a la mujer se le cree inmediatamente aunque no tenga pruebas la vida es pesada para todos no solo para las mujeres y no es por culpa de un patriarcado inexistente que si de verdad existiera no se pudieran ni manifestar las mujeres y hacer su destrucción y aclaro tu puedes hacer lo que se te pegue la regalada gana con tu cuerpo no con el otro ser vivo que ni defenderse puede y tiene que pagar con su vida por qué tiene una mala madre,"@user hombre puede defender mujer, hombre paga años cárcel mujer mismo crimen, mueren hombres mujeres, tiempos guerra hombres van morir, denuncia violación mujer cree inmediatamente aunque pruebas?. La vida pesada todos, solo mujeres, culpa patriarcado inexistente verdad existiera pudieran manifestar mujeres hacer destrucción. Y aclaro, puedes hacer pegue regalada gana cuerpo, ser vivo defenderse puede pagar vida mala madre.",El violador eres ..r en tu camino -  Comentarios 6001 - 7000,yes,yes
01365-1,"JAJAJAJ se sienten aludidos con la frase, por algo será",jajajaj se sienten aludidos con la frase por algo será,"JAJAJAJ sienten aludidos frase,",El violador eres ..r en tu camino -  Comentarios 4001 - 5000,yes,no
00151-56,"@user En serio ustedes no entienden, que quede claro, yo te lo advertí.
*Tengo unas pequeñas cuestiones
¿Que hicieron en 2016 cuando Solsiret Rodríguez fue asesinada y descuartizada por una feminista militante de ni una menos? Las feministas negaron que la asesina no era parte de su colectivo, e incluso algunos medios dijeron que murió por violencia machista.
¿Que hicieron en 2017 en Argentina cuando Jorgelina Domínguez Reyes militante feminista disparo y asesino a una niña de 13 años? Las feministas dijeron que fue por culpa de un sistema macho y no se volvió a hablar del tema.
No las veo hablando de que Julie Bindel, militante feminista inglesa, digo abiertamente que si por ella fuera, pondría a los hombres en un campo de concentración.
¿Que hicieron este 2020 en Argentina cuando Leticia Lorenzo (jueza feminista), dejo en supuesta prisión domiciliaria (por qué ni siquiera le puso tobillera electrónica) a Ramón Eugenio Llul quien había abusado sexualmente de su nieta desde los 7 a los 11 años? Nada, ni una palabra y encima el pedófilo vivirá con 5 menores.
Si quieres le sigo.*
El movimiento feminista actual no sirve para nada (más que para hacer memes) y hay que decirlo asi, desde que en España y Argentina se dió parte del erario público a ese movimiento, los femicidios aumentaron. Y hay otra cara de la moneda que el Feminismo no te cuenta, siempre mueren más hombres que mujeres.
La INEGI registro en el 2018 aquí en México, 3,752 femicidios no obstante también registro 32,765 homicidios, su excusa de que *nos matan por ser mujeres* es totalmente una falacia, yo no veo a un tipo saliendo a la calle diciendo *voy a matar a una mujer por qué es mujer*. El 80% de los violadores proviene de un hogar sin figura paterna. ¿Donde esta el hecho de que el patriarcado es el culpable de las violaciones?
Las personas que más se suicidan en el mundo son hombres.
El 80% de las personas que viven en la calle son hombres.
Casi el 100% de las personas que han muerto en las guerras son hombres.
Quienes más tienen problemas en las escuelas son hombres.
La violencia no tiene genero, ¿el asesinato de la niña Fátima aquí en México se puede tomar como violencia de género? No, una mujer y un hombre fueron los culpables.
Explícame una cosa ¿Exactamente como vandalizar y quemar iglesias va a detener los femicidios? Un loco no va a dejar de violar por un supuesto himno que ha banalizado el concepto de violación, ¿violación visual? ¿Es enserio?, *El estado OPRESOR es un macho violador, el Presidente, los jueces* a este paso cualquier cosa va a ser un violador.
El Estado se compone por Poder, población y territorio así que se estarían diciendo así mismas violadoras.
Preséntame las propuestas que tienen las feministas para acabar con los homicidios y violaciónes (Y no hablo de golpear a mujeres policías) ¿Dejar encerrado de por vida al tipo? Perfecto, vamos a debatir sobre eso.
Además en México no solo hay un problema de violencia si no de impunidad, ¿Cuáles son sus propuestas para acabar con la impunidad?
El patriarcado se define como una nación completamos gobernada por hombres dónde la mujer no tiene participación alguna, dime ¿A ti que te impide ser doctora?. El patriarcado es una realidad si, pero lo es en Israel y sus países vecinos, Korea del Norte si es una sociedad patriarcal, y no veo que hagan algo por las mujeres de esos países.
*¿Alguna duda?*","@user en serio ustedes no entienden que quede claro yo te lo advertí
tengo unas pequeñas cuestiones
que hicieron en dos mil dieciséis cuando solsiret rodríguez fue asesinada y descuartizada por una feminista militante de ni una menos las feministas negaron que la asesina no era parte de su colectivo e incluso algunos medios dijeron que murió por violencia machista
que hicieron en dos mil diecisiete en argentina cuando jorgelina domínguez reyes militante feminista disparo y asesino a una niña de trece años las feministas dijeron que fue por culpa de un sistema macho y no se volvió a hablar del tema
no las veo hablando de que julie bindel militante feminista inglesa digo abiertamente que si por ella fuera pondría a los hombres en un campo de concentración
que hicieron este dos mil veinte en argentina cuando leticia lorenzo jueza feminista dejo en supuesta prisión domiciliaria por qué ni siquiera le puso tobillera electrónica a ramón eugenio llul quien había abusado sexualmente de su nieta desde los siete a los once años nada ni una palabra y encima el pedófilo vivirá con cinco menores
si quieres le sigo
el movimiento feminista actual no sirve para nada más que para hacer memes y hay que decirlo asi desde que en españa y argentina se dió parte del erario público a ese movimiento los femicidios aumentaron y hay otra cara de la moneda que el feminismo no te cuenta siempre mueren más hombres que mujeres
la inegi registro en el dos mil dieciocho aquí en méxico tres mil setecientos cincuenta y dos femicidios no obstante también registro treinta y dos mil setecientos sesenta y cinco homicidios su excusa de que nos matan por ser mujeres es totalmente una falacia yo no veo a un tipo saliendo a la calle diciendo voy a matar a una mujer por qué es mujer el ochenta de los violadores proviene de un hogar sin figura paterna donde esta el hecho de que el patriarcado es el culpable de las violaciones
las personas que más se suicidan en el mundo son hombres
el ochenta de las personas que viven en la calle son hombres
casi el cien de las personas que han muerto en las guerras son hombres
quienes más tienen problemas en las escuelas son hombres
la violencia no tiene genero el asesinato de la niña fátima aquí en méxico se puede tomar como violencia de género no una mujer y un hombre fueron los culpables
explícame una cosa exactamente como vandalizar y quemar iglesias va a detener los femicidios un loco no va a dejar de violar por un supuesto himno que ha banalizado el concepto de violación violación visual es enserio el estado opresor es un macho violador el presidente los jueces a este paso cualquier cosa va a ser un violador
el estado se compone por poder población y territorio así que se estarían diciendo así mismas violadoras
preséntame las propuestas que tienen las feministas para acabar con los homicidios y violaciónes y no hablo de golpear a mujeres policías dejar encerrado de por vida al tipo perfecto vamos a debatir sobre eso
además en méxico no solo hay un problema de violencia si no de impunidad cuáles son sus propuestas para acabar con la impunidad
el patriarcado se define como una nación completamos gobernada por hombres dónde la mujer no tiene participación alguna dime a ti que te impide ser doctora el patriarcado es una realidad si pero lo es en israel y sus países vecinos korea del norte si es una sociedad patriarcal y no veo que hagan algo por las mujeres de esos países
alguna duda","@user En serio ustedes entienden, quede claro, advertí. *Tengo pequeñas cuestiones ¿Que hicieron 2016 Solsiret Rodríguez asesinada descuartizada feminista militante menos? Las feministas negaron asesina parte colectivo, incluso medios dijeron murió violencia machista. ¿Que hicieron 2017 Argentina Jorgelina Domínguez Reyes militante feminista disparo asesino niña 13 años? Las feministas dijeron culpa sistema macho volvió hablar tema. No veo hablando Julie Bindel, militante feminista inglesa, digo abiertamente fuera, pondría hombres campo concentración. ¿Que hicieron 2020 Argentina Leticia Lorenzo (jueza feminista), dejo supuesta prisión domiciliaria (por siquiera puso tobillera electrónica) Ramón Eugenio Llul abusado sexualmente nieta 7 11 años? Nada, palabra encima pedófilo vivirá 5 menores. Si quieres sigo.* El movimiento feminista actual sirve (más hacer memes) decirlo asi, España Argentina dió parte erario público movimiento, femicidios aumentaron. Y cara moneda Feminismo cuenta, siempre mueren hombres mujeres. La INEGI registro 2018 México, 3,752 femicidios obstante registro 32,765 homicidios, excusa *nos matan ser mujeres* totalmente falacia, veo tipo saliendo calle diciendo *voy matar mujer mujer*. El 80% violadores proviene hogar figura paterna. ¿Donde hecho patriarcado culpable violaciones? Las personas suicidan mundo hombres. El 80% personas viven calle hombres. Casi 100% personas muerto guerras hombres. Quienes problemas escuelas hombres. La violencia genero, ¿el asesinato niña Fátima México puede tomar violencia género? No, mujer hombre culpables. Explícame cosa ¿Exactamente vandalizar quemar iglesias va detener femicidios? Un loco va dejar violar supuesto himno banalizado concepto violación, ¿violación visual? ¿Es enserio?, *El OPRESOR macho violador, Presidente, jueces* paso cualquier cosa va ser violador. El Estado compone Poder, población territorio diciendo mismas violadoras. Preséntame propuestas feministas acabar homicidios violaciónes (Y hablo golpear mujeres policías) ¿Dejar encerrado vida tipo? Perfecto, vamos debatir eso. Además México solo problema violencia impunidad, ¿Cuáles propuestas acabar impunidad? El patriarcado define nación completamos gobernada hombres mujer participación alguna, dime ¿A impide ser doctora?. El patriarcado realidad si, Israel países vecinos, Korea Norte sociedad patriarcal, veo hagan mujeres países. *¿Alguna duda?*",El violador eres ..r en tu camino -  Comentarios 1 - 1000,yes,yes
